81.0,194.0
82.0,195.0
82.0,195.0
82.0,197.0
81.0,198.0
81.0,198.0
83.0,197.0
83.0,200.0
86.0,206.0
87.0,207.0
87.0,204.0
87.0,202.0
87.0,203.0
84.0,203.0
85.0,200.0
84.0,191.0
85.0,177.0
86.0,174.0
87.0,171.0
91.0,175.0
93.0,179.0
93.0,184.0
93.0,189.0
93.0,190.0
91.0,189.0
90.0,180.0
99.0,169.0
99.0,168.0
98.0,165.0
95.0,171.0
95.0,176.0
95.0,175.0
90.0,170.0
83.0,171.0
83.0,179.0
83.0,176.0
85.0,180.0
84.0,178.0
83.0,176.0
82.0,174.0
81.0,176.0
81.0,170.0
81.0,167.0
80.0,168.0
79.0,172.0
80.0,176.0
80.0,171.0
81.0,165.0
80.0,167.0
78.0,168.0
77.0,168.0
77.0,169.0
77.0,174.0
77.0,174.0
78.0,177.0
79.0,172.0
79.0,170.0
79.0,167.0
78.0,166.0
78.0,169.0
79.0,164.0
81.0,166.0
82.0,165.0
84.0,167.0
84.0,165.0
83.0,160.0
83.0,156.0
83.0,154.0
82.0,149.0
81.0,154.0
80.0,153.0
81.0,154.0
82.0,155.0
85.0,156.0
85.0,156.0
84.0,164.0
82.0,164.0
80.0,164.0
78.0,166.0
76.0,168.0
75.0,166.0
74.0,161.0
75.0,159.0
76.0,161.0
79.0,160.0
80.0,153.0
81.0,153.0
81.0,152.0
