62.0,128.0
69.0,129.0
74.0,131.0
75.0,132.0
77.0,133.0
82.0,133.0
83.0,133.0
80.0,133.0
76.0,133.0
74.0,133.0
71.0,134.0
67.0,135.0
68.0,134.0
69.0,135.0
69.0,136.0
69.0,137.0
70.0,137.0
69.0,137.0
70.0,139.0
76.0,138.0
76.0,135.0
76.0,130.0
76.0,124.0
77.0,121.0
77.0,118.0
77.0,117.0
75.0,118.0
70.0,119.0
68.0,120.0
68.0,120.0
69.0,120.0
68.0,118.0
67.0,117.0
68.0,117.0
69.0,115.0
70.0,115.0
70.0,113.0
71.0,114.0
68.0,114.0
67.0,115.0
67.0,115.0
67.0,114.0
67.0,115.0
67.0,115.0
68.0,115.0
68.0,116.0
69.0,117.0
70.0,117.0
72.0,117.0
74.0,117.0
75.0,117.0
75.0,117.0
76.0,117.0
76.0,118.0
76.0,117.0
75.0,116.0
74.0,113.0
73.0,112.0
73.0,111.0
73.0,109.0
74.0,105.0
74.0,103.0
83.0,103.0
84.0,102.0
85.0,101.0
84.0,100.0
82.0,103.0
81.0,104.0
79.0,105.0
78.0,106.0
71.0,107.0
71.0,108.0
71.0,98.0
71.0,89.0
71.0,88.0
71.0,90.0
71.0,93.0
71.0,96.0
70.0,98.0
69.0,101.0
68.0,102.0
67.0,103.0
65.0,102.0
64.0,99.0
64.0,97.0
